"Country or Area","Commodity - Transaction","Year","Unit","Quantity","Quantity Footnotes"
"Slovakia","Conventional crude oil - exports","1999","Metric tons,  thousand","24",""
"Slovakia","Conventional crude oil - exports","1998","Metric tons,  thousand","0",""
"Slovakia","Conventional crude oil - exports","1997","Metric tons,  thousand","0",""
"Slovakia","Conventional crude oil - exports","1996","Metric tons,  thousand","0",""
"Slovakia","Conventional crude oil - exports","1995","Metric tons,  thousand","0",""
"Slovakia","Conventional crude oil - exports","1994","Metric tons,  thousand","0",""
"Slovakia","Conventional crude oil - exports","1993","Metric tons,  thousand","16",""
"Slovenia","Conventional crude oil - exports","2021","Metric tons,  thousand","0.159",""
"Slovenia","Conventional crude oil - exports","2020","Metric tons,  thousand","0.243",""
"Slovenia","Conventional crude oil - exports","2019","Metric tons,  thousand","0.275",""
"Slovenia","Conventional crude oil - exports","2018","Metric tons,  thousand","0.274",""
"Slovenia","Conventional crude oil - exports","2017","Metric tons,  thousand","0.241",""
"Slovenia","Conventional crude oil - exports","2002","Metric tons,  thousand","1",""
"South Africa","Conventional crude oil - exports","2016","Metric tons,  thousand","452",""
"South Africa","Conventional crude oil - exports","2010","Metric tons,  thousand","1",""
"South Africa","Conventional crude oil - exports","2009","Metric tons,  thousand","15",""
"South Africa","Conventional crude oil - exports","2008","Metric tons,  thousand","13",""
"South Africa","Conventional crude oil - exports","2007","Metric tons,  thousand","3048",""
"South Africa","Conventional crude oil - exports","2006","Metric tons,  thousand","488",""
"South Africa","Conventional crude oil - exports","2005","Metric tons,  thousand","5",""
"South Africa","Conventional crude oil - exports","2004","Metric tons,  thousand","1",""
"South Africa","Conventional crude oil - exports","2003","Metric tons,  thousand","0",""
"South Africa","Conventional crude oil - exports","2002","Metric tons,  thousand","106",""
"South Africa","Conventional crude oil - exports","2001","Metric tons,  thousand","184",""
"South Africa","Conventional crude oil - exports","2000","Metric tons,  thousand","178",""
"South Africa","Conventional crude oil - exports","1999","Metric tons,  thousand","1472",""
"South Africa","Conventional crude oil - exports","1998","Metric tons,  thousand","678",""
"South Africa","Conventional crude oil - exports","1997","Metric tons,  thousand","869",""
"South Africa","Conventional crude oil - exports","1996","Metric tons,  thousand","2",""
"South Africa","Conventional crude oil - exports","1995","Metric tons,  thousand","89",""
"South Africa","Conventional crude oil - exports","1994","Metric tons,  thousand","207",""
"South Africa","Conventional crude oil - exports","1993","Metric tons,  thousand","319",""
"South Africa","Conventional crude oil - exports","1992","Metric tons,  thousand","87",""
"South Sudan","Conventional crude oil - exports","2020","Metric tons,  thousand","8196.26",""
"South Sudan","Conventional crude oil - exports","2019","Metric tons,  thousand","8517.277",""
"South Sudan","Conventional crude oil - exports","2018","Metric tons,  thousand","7130.743",""
"South Sudan","Conventional crude oil - exports","2017","Metric tons,  thousand","7279.3",""
"South Sudan","Conventional crude oil - exports","2016","Metric tons,  thousand","6799",""
"South Sudan","Conventional crude oil - exports","2015","Metric tons,  thousand","7320",""
"South Sudan","Conventional crude oil - exports","2014","Metric tons,  thousand","7749",""
"South Sudan","Conventional crude oil - exports","2013","Metric tons,  thousand","4938",""
"South Sudan","Conventional crude oil - exports","2012","Metric tons,  thousand","1550",""
"Sudan","Conventional crude oil - exports","2020","Metric tons,  thousand","163.9",""
"Sudan","Conventional crude oil - exports","2019","Metric tons,  thousand","1025.6",""
"Sudan","Conventional crude oil - exports","2018","Metric tons,  thousand","879.4",""
"Sudan","Conventional crude oil - exports","2017","Metric tons,  thousand","804.1",""
"Sudan","Conventional crude oil - exports","2016","Metric tons,  thousand","949",""
"Sudan","Conventional crude oil - exports","2015","Metric tons,  thousand","977",""
"Sudan","Conventional crude oil - exports","2014","Metric tons,  thousand","1788",""
"Sudan","Conventional crude oil - exports","2013","Metric tons,  thousand","2169",""
"Sudan","Conventional crude oil - exports","2012","Metric tons,  thousand","1315",""
"Sudan (former)","Conventional crude oil - exports","2011","Metric tons,  thousand","18145",""
"Sudan (former)","Conventional crude oil - exports","2010","Metric tons,  thousand","18115",""
"Sudan (former)","Conventional crude oil - exports","2009","Metric tons,  thousand","18535",""
"Sudan (former)","Conventional crude oil - exports","2008","Metric tons,  thousand","18391",""
"Sudan (former)","Conventional crude oil - exports","2007","Metric tons,  thousand","18702",""
"Sudan (former)","Conventional crude oil - exports","2006","Metric tons,  thousand","12573",""
"Sudan (former)","Conventional crude oil - exports","2005","Metric tons,  thousand","11353",""
"Sudan (former)","Conventional crude oil - exports","2004","Metric tons,  thousand","11217",""
"Sudan (former)","Conventional crude oil - exports","2003","Metric tons,  thousand","9849",""
"Sudan (former)","Conventional crude oil - exports","2002","Metric tons,  thousand","8946",""
"Sudan (former)","Conventional crude oil - exports","2001","Metric tons,  thousand","7697",""
"Sudan (former)","Conventional crude oil - exports","2000","Metric tons,  thousand","6622",""
"Sudan (former)","Conventional crude oil - exports","1999","Metric tons,  thousand","1672",""
"Sudan (former)","Conventional crude oil - exports","1998","Metric tons,  thousand","0",""
"Sudan (former)","Conventional crude oil - exports","1997","Metric tons,  thousand","0",""
"Sudan (former)","Conventional crude oil - exports","1993","Metric tons,  thousand","0",""
"Sudan (former)","Conventional crude oil - exports","1992","Metric tons,  thousand","0",""
"Sudan (former)","Conventional crude oil - exports","1991","Metric tons,  thousand","0",""
"Sudan (former)","Conventional crude oil - exports","1990","Metric tons,  thousand","0",""
"Suriname","Conventional crude oil - exports","2001","Metric tons,  thousand","95",""
"Suriname","Conventional crude oil - exports","2000","Metric tons,  thousand","129",""
"Suriname","Conventional crude oil - exports","1999","Metric tons,  thousand","53",""
"Suriname","Conventional crude oil - exports","1998","Metric tons,  thousand","53",""
"Suriname","Conventional crude oil - exports","1997","Metric tons,  thousand","52",""
"Suriname","Conventional crude oil - exports","1996","Metric tons,  thousand","52",""
"Suriname","Conventional crude oil - exports","1995","Metric tons,  thousand","53",""
"Suriname","Conventional crude oil - exports","1994","Metric tons,  thousand","52",""
"Suriname","Conventional crude oil - exports","1993","Metric tons,  thousand","52",""
"Suriname","Conventional crude oil - exports","1992","Metric tons,  thousand","53",""
"Suriname","Conventional crude oil - exports","1991","Metric tons,  thousand","50",""
"Suriname","Conventional crude oil - exports","1990","Metric tons,  thousand","70",""
"Sweden","Conventional crude oil - exports","2014","Metric tons,  thousand","0",""
"Sweden","Conventional crude oil - exports","2013","Metric tons,  thousand","0",""
"Sweden","Conventional crude oil - exports","2012","Metric tons,  thousand","29",""
"Sweden","Conventional crude oil - exports","2011","Metric tons,  thousand","33",""
"Sweden","Conventional crude oil - exports","2010","Metric tons,  thousand","0",""
"Sweden","Conventional crude oil - exports","2009","Metric tons,  thousand","0",""
"Sweden","Conventional crude oil - exports","2008","Metric tons,  thousand","0",""
"Sweden","Conventional crude oil - exports","2007","Metric tons,  thousand","33",""
"Sweden","Conventional crude oil - exports","2006","Metric tons,  thousand","0",""
"Sweden","Conventional crude oil - exports","2005","Metric tons,  thousand","0",""
"Sweden","Conventional crude oil - exports","2004","Metric tons,  thousand","0",""
"Sweden","Conventional crude oil - exports","2003","Metric tons,  thousand","0",""
"Sweden","Conventional crude oil - exports","2002","Metric tons,  thousand","0",""
"Sweden","Conventional crude oil - exports","2001","Metric tons,  thousand","0",""
"Sweden","Conventional crude oil - exports","2000","Metric tons,  thousand","0",""
"Sweden","Conventional crude oil - exports","1999","Metric tons,  thousand","0",""
"Sweden","Conventional crude oil - exports","1998","Metric tons,  thousand","0",""
"Sweden","Conventional crude oil - exports","1997","Metric tons,  thousand","0",""
"Sweden","Conventional crude oil - exports","1996","Metric tons,  thousand","0",""
"Sweden","Conventional crude oil - exports","1995","Metric tons,  thousand","259",""
"Sweden","Conventional crude oil - exports","1994","Metric tons,  thousand","0",""
"Sweden","Conventional crude oil - exports","1993","Metric tons,  thousand","5",""
"Sweden","Conventional crude oil - exports","1992","Metric tons,  thousand","1",""
"Sweden","Conventional crude oil - exports","1991","Metric tons,  thousand","84",""
"Switzerland","Conventional crude oil - exports","2016","Metric tons,  thousand","16",""
"Syrian Arab Republic","Conventional crude oil - exports","2011","Metric tons,  thousand","5332",""
"Syrian Arab Republic","Conventional crude oil - exports","2010","Metric tons,  thousand","8138",""
"Syrian Arab Republic","Conventional crude oil - exports","2009","Metric tons,  thousand","7172",""
"Syrian Arab Republic","Conventional crude oil - exports","2008","Metric tons,  thousand","7830",""
"Syrian Arab Republic","Conventional crude oil - exports","2007","Metric tons,  thousand","7638",""
"Syrian Arab Republic","Conventional crude oil - exports","2006","Metric tons,  thousand","8072",""
"Syrian Arab Republic","Conventional crude oil - exports","2005","Metric tons,  thousand","10199",""
"Syrian Arab Republic","Conventional crude oil - exports","2004","Metric tons,  thousand","11383",""
"Syrian Arab Republic","Conventional crude oil - exports","2003","Metric tons,  thousand","17844",""
"Syrian Arab Republic","Conventional crude oil - exports","2002","Metric tons,  thousand","24302",""
"Syrian Arab Republic","Conventional crude oil - exports","2001","Metric tons,  thousand","19613",""
"Syrian Arab Republic","Conventional crude oil - exports","2000","Metric tons,  thousand","16584",""
"Syrian Arab Republic","Conventional crude oil - exports","1999","Metric tons,  thousand","17602",""
"Syrian Arab Republic","Conventional crude oil - exports","1998","Metric tons,  thousand","16674",""
"Syrian Arab Republic","Conventional crude oil - exports","1997","Metric tons,  thousand","16752",""
"Syrian Arab Republic","Conventional crude oil - exports","1996","Metric tons,  thousand","17443",""
"Syrian Arab Republic","Conventional crude oil - exports","1995","Metric tons,  thousand","18371",""
"Syrian Arab Republic","Conventional crude oil - exports","1994","Metric tons,  thousand","17012",""
"Syrian Arab Republic","Conventional crude oil - exports","1993","Metric tons,  thousand","16905",""
"Syrian Arab Republic","Conventional crude oil - exports","1992","Metric tons,  thousand","13606",""
"Syrian Arab Republic","Conventional crude oil - exports","1991","Metric tons,  thousand","11824",""
"Syrian Arab Republic","Conventional crude oil - exports","1990","Metric tons,  thousand","11551","1"
"Tajikistan","Conventional crude oil - exports","2013","Metric tons,  thousand","4",""
"Tajikistan","Conventional crude oil - exports","2012","Metric tons,  thousand","0",""
"Tajikistan","Conventional crude oil - exports","2011","Metric tons,  thousand","0",""
"Tajikistan","Conventional crude oil - exports","2010","Metric tons,  thousand","4",""
"Tajikistan","Conventional crude oil - exports","2009","Metric tons,  thousand","4",""
"Tajikistan","Conventional crude oil - exports","2008","Metric tons,  thousand","2",""
"Tajikistan","Conventional crude oil - exports","2007","Metric tons,  thousand","2",""
"Tajikistan","Conventional crude oil - exports","2006","Metric tons,  thousand","5",""
"Tajikistan","Conventional crude oil - exports","2005","Metric tons,  thousand","5",""
"Tajikistan","Conventional crude oil - exports","2004","Metric tons,  thousand","4",""
"Tajikistan","Conventional crude oil - exports","2003","Metric tons,  thousand","5",""
"Tajikistan","Conventional crude oil - exports","2002","Metric tons,  thousand","5",""
"Tajikistan","Conventional crude oil - exports","2001","Metric tons,  thousand","3",""
"Tajikistan","Conventional crude oil - exports","2000","Metric tons,  thousand","5",""
"Tajikistan","Conventional crude oil - exports","1999","Metric tons,  thousand","6",""
"Tajikistan","Conventional crude oil - exports","1998","Metric tons,  thousand","5",""
"Tajikistan","Conventional crude oil - exports","1997","Metric tons,  thousand","0",""
"Tajikistan","Conventional crude oil - exports","1996","Metric tons,  thousand","0",""
"Tajikistan","Conventional crude oil - exports","1995","Metric tons,  thousand","0",""
"Tajikistan","Conventional crude oil - exports","1994","Metric tons,  thousand","10",""
"Tajikistan","Conventional crude oil - exports","1993","Metric tons,  thousand","0",""
"Thailand","Conventional crude oil - exports","2021","Metric tons,  thousand","804.76",""
"Thailand","Conventional crude oil - exports","2020","Metric tons,  thousand","1228.18",""
"Thailand","Conventional crude oil - exports","2019","Metric tons,  thousand","1277.65",""
"Thailand","Conventional crude oil - exports","2018","Metric tons,  thousand","1530.599",""
"Thailand","Conventional crude oil - exports","2017","Metric tons,  thousand","1669.979",""
"Thailand","Conventional crude oil - exports","2016","Metric tons,  thousand","1546",""
"Thailand","Conventional crude oil - exports","2015","Metric tons,  thousand","40",""
"Thailand","Conventional crude oil - exports","2014","Metric tons,  thousand","334",""
"Thailand","Conventional crude oil - exports","2013","Metric tons,  thousand","1359",""
"Thailand","Conventional crude oil - exports","2012","Metric tons,  thousand","2172",""
"Thailand","Conventional crude oil - exports","2011","Metric tons,  thousand","1637",""
"Thailand","Conventional crude oil - exports","2010","Metric tons,  thousand","1471",""
"Thailand","Conventional crude oil - exports","2009","Metric tons,  thousand","2140",""
"Thailand","Conventional crude oil - exports","2008","Metric tons,  thousand","2388",""
"Thailand","Conventional crude oil - exports","2007","Metric tons,  thousand","2488",""
"Thailand","Conventional crude oil - exports","2006","Metric tons,  thousand","3320",""
"Thailand","Conventional crude oil - exports","2005","Metric tons,  thousand","3275",""
"Thailand","Conventional crude oil - exports","2004","Metric tons,  thousand","2827",""
"Thailand","Conventional crude oil - exports","2003","Metric tons,  thousand","3028",""
"Thailand","Conventional crude oil - exports","2002","Metric tons,  thousand","2435",""
"Thailand","Conventional crude oil - exports","2001","Metric tons,  thousand","1827",""
"Thailand","Conventional crude oil - exports","2000","Metric tons,  thousand","1506",""
"Thailand","Conventional crude oil - exports","1999","Metric tons,  thousand","0",""
"Thailand","Conventional crude oil - exports","1998","Metric tons,  thousand","0",""
"Thailand","Conventional crude oil - exports","1997","Metric tons,  thousand","0",""
"Thailand","Conventional crude oil - exports","1996","Metric tons,  thousand","0",""
"Thailand","Conventional crude oil - exports","1995","Metric tons,  thousand","0",""
"Thailand","Conventional crude oil - exports","1994","Metric tons,  thousand","0",""
"Thailand","Conventional crude oil - exports","1993","Metric tons,  thousand","0",""
"Thailand","Conventional crude oil - exports","1992","Metric tons,  thousand","0",""
"Thailand","Conventional crude oil - exports","1991","Metric tons,  thousand","0",""
"Thailand","Conventional crude oil - exports","1990","Metric tons,  thousand","0",""
"Trinidad and Tobago","Conventional crude oil - exports","2021","Metric tons,  thousand","3062.337",""
"Trinidad and Tobago","Conventional crude oil - exports","2020","Metric tons,  thousand","2869.476",""
"Trinidad and Tobago","Conventional crude oil - exports","2019","Metric tons,  thousand","3008.242",""
"Trinidad and Tobago","Conventional crude oil - exports","2018","Metric tons,  thousand","1136.585",""
"Trinidad and Tobago","Conventional crude oil - exports","2017","Metric tons,  thousand","1408.431",""
"Trinidad and Tobago","Conventional crude oil - exports","2016","Metric tons,  thousand","1449",""
"Trinidad and Tobago","Conventional crude oil - exports","2015","Metric tons,  thousand","1599",""
"Trinidad and Tobago","Conventional crude oil - exports","2014","Metric tons,  thousand","1681",""
"Trinidad and Tobago","Conventional crude oil - exports","2013","Metric tons,  thousand","1761",""
"Trinidad and Tobago","Conventional crude oil - exports","2012","Metric tons,  thousand","1587",""
"Trinidad and Tobago","Conventional crude oil - exports","2011","Metric tons,  thousand","1989",""
"Trinidad and Tobago","Conventional crude oil - exports","2010","Metric tons,  thousand","2336",""
"Trinidad and Tobago","Conventional crude oil - exports","2009","Metric tons,  thousand","2762",""
"Trinidad and Tobago","Conventional crude oil - exports","2008","Metric tons,  thousand","2781",""
"Trinidad and Tobago","Conventional crude oil - exports","2007","Metric tons,  thousand","3061",""
"Trinidad and Tobago","Conventional crude oil - exports","2006","Metric tons,  thousand","3713",""
"Trinidad and Tobago","Conventional crude oil - exports","2005","Metric tons,  thousand","3737",""
"Trinidad and Tobago","Conventional crude oil - exports","2004","Metric tons,  thousand","3041",""
"Trinidad and Tobago","Conventional crude oil - exports","2003","Metric tons,  thousand","3624",""
"Trinidad and Tobago","Conventional crude oil - exports","2002","Metric tons,  thousand","3524",""
"Trinidad and Tobago","Conventional crude oil - exports","2001","Metric tons,  thousand","2500",""
"Trinidad and Tobago","Conventional crude oil - exports","2000","Metric tons,  thousand","2703",""
"Trinidad and Tobago","Conventional crude oil - exports","1999","Metric tons,  thousand","2867",""
"Trinidad and Tobago","Conventional crude oil - exports","1998","Metric tons,  thousand","2649",""
"Trinidad and Tobago","Conventional crude oil - exports","1997","Metric tons,  thousand","2552",""
"Trinidad and Tobago","Conventional crude oil - exports","1996","Metric tons,  thousand","3030",""
"Trinidad and Tobago","Conventional crude oil - exports","1995","Metric tons,  thousand","3016",""
"Trinidad and Tobago","Conventional crude oil - exports","1994","Metric tons,  thousand","3102",""
"Trinidad and Tobago","Conventional crude oil - exports","1993","Metric tons,  thousand","3071",""
"Trinidad and Tobago","Conventional crude oil - exports","1992","Metric tons,  thousand","3945",""
"Trinidad and Tobago","Conventional crude oil - exports","1991","Metric tons,  thousand","3737",""
"Trinidad and Tobago","Conventional crude oil - exports","1990","Metric tons,  thousand","3881",""
"Tunisia","Conventional crude oil - exports","2020","Metric tons,  thousand","1169.739",""
"Tunisia","Conventional crude oil - exports","2019","Metric tons,  thousand","1559.331",""
"Tunisia","Conventional crude oil - exports","2018","Metric tons,  thousand","1380",""
"Tunisia","Conventional crude oil - exports","2017","Metric tons,  thousand","1461",""
"Tunisia","Conventional crude oil - exports","2016","Metric tons,  thousand","1814",""
"Tunisia","Conventional crude oil - exports","2015","Metric tons,  thousand","1871",""
"Tunisia","Conventional crude oil - exports","2014","Metric tons,  thousand","2201",""
"Tunisia","Conventional crude oil - exports","2013","Metric tons,  thousand","2182",""
"Tunisia","Conventional crude oil - exports","2012","Metric tons,  thousand","2592",""
"Tunisia","Conventional crude oil - exports","2011","Metric tons,  thousand","2678",""
"Tunisia","Conventional crude oil - exports","2010","Metric tons,  thousand","3674",""
"Tunisia","Conventional crude oil - exports","2009","Metric tons,  thousand","3326",""
"Tunisia","Conventional crude oil - exports","2008","Metric tons,  thousand","3566",""
"Tunisia","Conventional crude oil - exports","2007","Metric tons,  thousand","3899",""
"Tunisia","Conventional crude oil - exports","2006","Metric tons,  thousand","2686",""
"Tunisia","Conventional crude oil - exports","2005","Metric tons,  thousand","2838",""
"Tunisia","Conventional crude oil - exports","2004","Metric tons,  thousand","2732",""
"Tunisia","Conventional crude oil - exports","2003","Metric tons,  thousand","2458",""
"Tunisia","Conventional crude oil - exports","2002","Metric tons,  thousand","2907",""
"Tunisia","Conventional crude oil - exports","2001","Metric tons,  thousand","2752",""
"Tunisia","Conventional crude oil - exports","2000","Metric tons,  thousand","2906",""
"Tunisia","Conventional crude oil - exports","1999","Metric tons,  thousand","2890","1"
"Tunisia","Conventional crude oil - exports","1998","Metric tons,  thousand","2882","1"
"Tunisia","Conventional crude oil - exports","1997","Metric tons,  thousand","2546","1"
"Tunisia","Conventional crude oil - exports","1996","Metric tons,  thousand","3151",""
"Tunisia","Conventional crude oil - exports","1995","Metric tons,  thousand","3362","1"
"Tunisia","Conventional crude oil - exports","1994","Metric tons,  thousand","3339",""
"Tunisia","Conventional crude oil - exports","1993","Metric tons,  thousand","3180",""
"Tunisia","Conventional crude oil - exports","1992","Metric tons,  thousand","4068",""
"Tunisia","Conventional crude oil - exports","1991","Metric tons,  thousand","3458",""
"Tunisia","Conventional crude oil - exports","1990","Metric tons,  thousand","3305",""
"Turkmenistan","Conventional crude oil - exports","2020","Metric tons,  thousand","675.342",""
"Turkmenistan","Conventional crude oil - exports","2019","Metric tons,  thousand","800",""
"Turkmenistan","Conventional crude oil - exports","2018","Metric tons,  thousand","1050",""
"Turkmenistan","Conventional crude oil - exports","2017","Metric tons,  thousand","1700",""
"Turkmenistan","Conventional crude oil - exports","2016","Metric tons,  thousand","2480",""
"Turkmenistan","Conventional crude oil - exports","2015","Metric tons,  thousand","3450",""
"Turkmenistan","Conventional crude oil - exports","2014","Metric tons,  thousand","3200",""
"Turkmenistan","Conventional crude oil - exports","2013","Metric tons,  thousand","3600",""
"Turkmenistan","Conventional crude oil - exports","2012","Metric tons,  thousand","3100",""
"Turkmenistan","Conventional crude oil - exports","2011","Metric tons,  thousand","2300",""
"Turkmenistan","Conventional crude oil - exports","2010","Metric tons,  thousand","1300",""
"Turkmenistan","Conventional crude oil - exports","2009","Metric tons,  thousand","2000",""
"Turkmenistan","Conventional crude oil - exports","2008","Metric tons,  thousand","2400",""
"Turkmenistan","Conventional crude oil - exports","2007","Metric tons,  thousand","1900",""
"Turkmenistan","Conventional crude oil - exports","2006","Metric tons,  thousand","1500",""
"Turkmenistan","Conventional crude oil - exports","2005","Metric tons,  thousand","2510",""
"Turkmenistan","Conventional crude oil - exports","2004","Metric tons,  thousand","3000",""
"Turkmenistan","Conventional crude oil - exports","2003","Metric tons,  thousand","2970",""
"Turkmenistan","Conventional crude oil - exports","2002","Metric tons,  thousand","2810",""
"Turkmenistan","Conventional crude oil - exports","2001","Metric tons,  thousand","2250",""
"Turkmenistan","Conventional crude oil - exports","2000","Metric tons,  thousand","1600",""
"Turkmenistan","Conventional crude oil - exports","1999","Metric tons,  thousand","1500",""
"Turkmenistan","Conventional crude oil - exports","1998","Metric tons,  thousand","1600",""
"Turkmenistan","Conventional crude oil - exports","1997","Metric tons,  thousand","1400",""
"Turkmenistan","Conventional crude oil - exports","1996","Metric tons,  thousand","200",""
"Turkmenistan","Conventional crude oil - exports","1995","Metric tons,  thousand","500",""
"Turkmenistan","Conventional crude oil - exports","1994","Metric tons,  thousand","70",""
"Turkmenistan","Conventional crude oil - exports","1993","Metric tons,  thousand","401",""
"Turkmenistan","Conventional crude oil - exports","1992","Metric tons,  thousand","8",""
"Ukraine","Conventional crude oil - exports","2021","Metric tons,  thousand","90",""
"Ukraine","Conventional crude oil - exports","2020","Metric tons,  thousand","80",""
"Ukraine","Conventional crude oil - exports","2017","Metric tons,  thousand","83",""
"Ukraine","Conventional crude oil - exports","2015","Metric tons,  thousand","8",""
"Ukraine","Conventional crude oil - exports","2014","Metric tons,  thousand","41",""
"Ukraine","Conventional crude oil - exports","2013","Metric tons,  thousand","0",""
"Ukraine","Conventional crude oil - exports","2012","Metric tons,  thousand","0",""
"Ukraine","Conventional crude oil - exports","2011","Metric tons,  thousand","0",""
"Ukraine","Conventional crude oil - exports","2010","Metric tons,  thousand","0",""
"Ukraine","Conventional crude oil - exports","2009","Metric tons,  thousand","8",""
"Ukraine","Conventional crude oil - exports","2008","Metric tons,  thousand","9",""
"Ukraine","Conventional crude oil - exports","2007","Metric tons,  thousand","4",""
"Ukraine","Conventional crude oil - exports","2006","Metric tons,  thousand","153",""
"Ukraine","Conventional crude oil - exports","2005","Metric tons,  thousand","90",""
"Ukraine","Conventional crude oil - exports","2004","Metric tons,  thousand","427",""
"Ukraine","Conventional crude oil - exports","2003","Metric tons,  thousand","1438",""
"Ukraine","Conventional crude oil - exports","2002","Metric tons,  thousand","418",""
"Ukraine","Conventional crude oil - exports","2001","Metric tons,  thousand","83",""
"Ukraine","Conventional crude oil - exports","2000","Metric tons,  thousand","273",""
"Ukraine","Conventional crude oil - exports","1999","Metric tons,  thousand","88",""
"Ukraine","Conventional crude oil - exports","1998","Metric tons,  thousand","88",""
"Ukraine","Conventional crude oil - exports","1997","Metric tons,  thousand","5",""
"Ukraine","Conventional crude oil - exports","1996","Metric tons,  thousand","0",""
"Ukraine","Conventional crude oil - exports","1995","Metric tons,  thousand","0",""
"Ukraine","Conventional crude oil - exports","1994","Metric tons,  thousand","0",""
"Ukraine","Conventional crude oil - exports","1993","Metric tons,  thousand","0",""
"Ukraine","Conventional crude oil - exports","1992","Metric tons,  thousand","5",""
"United Arab Emirates","Conventional crude oil - exports","2020","Metric tons,  thousand","120596",""
"United Arab Emirates","Conventional crude oil - exports","2019","Metric tons,  thousand","120379",""
"United Arab Emirates","Conventional crude oil - exports","2018","Metric tons,  thousand","114538.7",""
"United Arab Emirates","Conventional crude oil - exports","2017","Metric tons,  thousand","118463",""
"United Arab Emirates","Conventional crude oil - exports","2016","Metric tons,  thousand","120236",""
"United Arab Emirates","Conventional crude oil - exports","2015","Metric tons,  thousand","124538",""
"United Arab Emirates","Conventional crude oil - exports","2014","Metric tons,  thousand","127327",""
"United Arab Emirates","Conventional crude oil - exports","2013","Metric tons,  thousand","134497",""
"United Arab Emirates","Conventional crude oil - exports","2012","Metric tons,  thousand","126477",""
"United Arab Emirates","Conventional crude oil - exports","2011","Metric tons,  thousand","122347",""
"United Arab Emirates","Conventional crude oil - exports","2010","Metric tons,  thousand","106861",""
"United Arab Emirates","Conventional crude oil - exports","2009","Metric tons,  thousand","100238",""
"United Arab Emirates","Conventional crude oil - exports","2008","Metric tons,  thousand","116936",""
"United Arab Emirates","Conventional crude oil - exports","2007","Metric tons,  thousand","114473",""
"United Arab Emirates","Conventional crude oil - exports","2006","Metric tons,  thousand","115742",""
"United Arab Emirates","Conventional crude oil - exports","2005","Metric tons,  thousand","104899",""
"United Arab Emirates","Conventional crude oil - exports","2004","Metric tons,  thousand","101429",""
"United Arab Emirates","Conventional crude oil - exports","2003","Metric tons,  thousand","90881",""
"United Arab Emirates","Conventional crude oil - exports","2002","Metric tons,  thousand","81617.9553",""
"United Arab Emirates","Conventional crude oil - exports","2001","Metric tons,  thousand","89096.6495",""
"United Arab Emirates","Conventional crude oil - exports","2000","Metric tons,  thousand","90492.6976",""
"United Arab Emirates","Conventional crude oil - exports","1999","Metric tons,  thousand","95678.0069",""
"United Arab Emirates","Conventional crude oil - exports","1998","Metric tons,  thousand","94774",""
"United Arab Emirates","Conventional crude oil - exports","1997","Metric tons,  thousand","93558",""
"United Arab Emirates","Conventional crude oil - exports","1996","Metric tons,  thousand","91893",""
"United Arab Emirates","Conventional crude oil - exports","1995","Metric tons,  thousand","91147",""
"United Arab Emirates","Conventional crude oil - exports","1994","Metric tons,  thousand","91999",""
"United Arab Emirates","Conventional crude oil - exports","1993","Metric tons,  thousand","92750",""
"United Arab Emirates","Conventional crude oil - exports","1992","Metric tons,  thousand","94502",""
"United Arab Emirates","Conventional crude oil - exports","1991","Metric tons,  thousand","100696",""
"United Arab Emirates","Conventional crude oil - exports","1990","Metric tons,  thousand","93611","1"
"United Kingdom","Conventional crude oil - exports","2021","Metric tons,  thousand","30349.154",""
"United Kingdom","Conventional crude oil - exports","2020","Metric tons,  thousand","36290.41",""
"United Kingdom","Conventional crude oil - exports","2019","Metric tons,  thousand","40826.93",""
"United Kingdom","Conventional crude oil - exports","2018","Metric tons,  thousand","40518.768",""
"United Kingdom","Conventional crude oil - exports","2017","Metric tons,  thousand","34264.103",""
"United Kingdom","Conventional crude oil - exports","2016","Metric tons,  thousand","30651",""
"United Kingdom","Conventional crude oil - exports","2015","Metric tons,  thousand","30054",""
"United Kingdom","Conventional crude oil - exports","2014","Metric tons,  thousand","28203",""
"United Kingdom","Conventional crude oil - exports","2013","Metric tons,  thousand","30376",""
"United Kingdom","Conventional crude oil - exports","2012","Metric tons,  thousand","28535",""
"United Kingdom","Conventional crude oil - exports","2011","Metric tons,  thousand","28286",""
"United Kingdom","Conventional crude oil - exports","2010","Metric tons,  thousand","36986",""
"United Kingdom","Conventional crude oil - exports","2009","Metric tons,  thousand","39446",""
"United Kingdom","Conventional crude oil - exports","2008","Metric tons,  thousand","41504",""
"United Kingdom","Conventional crude oil - exports","2007","Metric tons,  thousand","45129",""
"United Kingdom","Conventional crude oil - exports","2006","Metric tons,  thousand","44923",""
"United Kingdom","Conventional crude oil - exports","2005","Metric tons,  thousand","48879",""
"United Kingdom","Conventional crude oil - exports","2004","Metric tons,  thousand","60724",""
"United Kingdom","Conventional crude oil - exports","2003","Metric tons,  thousand","68823",""
"United Kingdom","Conventional crude oil - exports","2002","Metric tons,  thousand","81198",""
"United Kingdom","Conventional crude oil - exports","2001","Metric tons,  thousand","80907",""
"United Kingdom","Conventional crude oil - exports","2000","Metric tons,  thousand","86533",""
"United Kingdom","Conventional crude oil - exports","1999","Metric tons,  thousand","85052",""
"United Kingdom","Conventional crude oil - exports","1998","Metric tons,  thousand","79651",""
"United Kingdom","Conventional crude oil - exports","1997","Metric tons,  thousand","75113",""
"United Kingdom","Conventional crude oil - exports","1996","Metric tons,  thousand","76937",""
